"zipcode","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi","category","sale.dollars","sale.volume"
50424,92,26.3,3,31215,1414,1403,0,0,0,0,0,11,"Whisky",25999,2311
50424,92,26.3,3,31215,1414,1403,0,0,0,0,0,11,"Gin",552,65
50424,92,26.3,3,31215,1414,1403,0,0,0,0,0,11,"Vodka",14592,1663
50424,92,26.3,3,31215,1414,1403,0,0,0,0,0,11,"Amaretto",62,9
50426,88.2,11.8,14.3,27250,24,24,0,0,0,0,0,0,NA,NA,NA
50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Schnapps",76178,5465
50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Gin",39627,2769
50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Tequila",112789,7758
50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Vodka",409562,36875
50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Brandy",29279,2344
50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Rum",240540,16843
50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Distilled Spirits",6325,351
50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Misc",129813,8660
50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Whisky",587395,39717
50428,93.8,25.7,2.1,30471,9424,9084,58,25,134,0,47,76,"Amaretto",6748,708
50430,89.5,22.2,4.1,30714,440,440,0,0,0,0,0,0,"Whisky",6686,500
50430,89.5,22.2,4.1,30714,440,440,0,0,0,0,0,0,"Gin",82,3
50430,89.5,22.2,4.1,30714,440,440,0,0,0,0,0,0,"Amaretto",324,8
50430,89.5,22.2,4.1,30714,440,440,0,0,0,0,0,0,"Tequila",430,53
50430,89.5,22.2,4.1,30714,440,440,0,0,0,0,0,0,"Rum",1276,64
50430,89.5,22.2,4.1,30714,440,440,0,0,0,0,0,0,"Schnapps",197,12
50430,89.5,22.2,4.1,30714,440,440,0,0,0,0,0,0,"Misc",479,31
50430,89.5,22.2,4.1,30714,440,440,0,0,0,0,0,0,"Brandy",108,10
50430,89.5,22.2,4.1,30714,440,440,0,0,0,0,0,0,"Vodka",1455,117
50431,93.4,7.3,7.2,41354,205,196,3,0,6,0,0,0,NA,NA,NA
50432,92.9,3.9,0.9,31719,202,201,0,0,0,0,1,0,NA,NA,NA
50433,97.1,20.4,15.8,26625,174,174,0,0,0,0,0,0,NA,NA,NA
50434,93.4,12.6,1.3,30486,389,381,0,0,2,0,0,6,NA,NA,NA
50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Distilled Spirits",1937,87
50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Whisky",60854,3904
50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Rum",18520,1138
50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Tequila",4220,192
50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Schnapps",12557,935
50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Gin",1453,91
50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Vodka",20507,1799
50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Misc",13631,630
50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Brandy",2197,144
50435,90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,"Amaretto",492,57
50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Amaretto",2841,262
50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Rum",110153,8233
50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Distilled Spirits",2799,120
50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Vodka",106437,10496
50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Whisky",192449,14772
50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Schnapps",24289,1793
50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Misc",35938,2093
50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Tequila",24324,1431
50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Gin",6724,510
50436,92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,"Brandy",10405,825
50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Amaretto",364,48
50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Rum",27256,1899
50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Brandy",4569,423
50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Distilled Spirits",1086,49
50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Vodka",35795,3757
50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Schnapps",5892,498
50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Misc",8831,565
50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Gin",1935,191
50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Tequila",5828,413
50438,96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,"Whisky",63665,5238
50439,96,20.1,1.3,27500,322,319,0,0,0,0,3,0,NA,NA,NA
50440,93.6,13.3,0,32167,662,651,6,0,0,0,0,5,NA,NA,NA
50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Whisky",185032,14134
50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Rum",62540,4780
50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Distilled Spirits",2173,122
50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Misc",42325,2417
50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Gin",7065,630
50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Vodka",78085,8350
50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Tequila",35062,1708
50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Amaretto",1541,198
50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Schnapps",24000,1939
50441,85.4,19.6,5.2,30643,5537,4915,99,5,0,0,412,106,"Brandy",14864,1282
50444,96.7,17.5,5.3,30556,373,365,0,0,3,0,0,5,NA,NA,NA
50446,95.7,19.3,3.4,27857,539,536,0,0,0,1,0,2,NA,NA,NA
50447,87.8,14.4,3.8,30000,1199,1139,13,12,25,0,0,10,NA,NA,NA
50448,94.2,12.3,10.4,25118,847,842,5,0,0,0,0,0,NA,NA,NA
50449,95.2,7.4,5.6,21941,698,676,13,0,0,0,1,8,NA,NA,NA
50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Tequila",5887,336
50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Gin",1458,128
50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Vodka",25122,2861
50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Brandy",5943,509
50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Amaretto",395,41
50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Distilled Spirits",369,18
50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Rum",18214,1272
50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Whisky",37516,2621
50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Schnapps",6767,504
50450,89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,"Misc",9959,617
50451,93,14.3,1.5,26151,449,442,0,0,0,0,4,3,NA,NA,NA
50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Whisky",3785,301
50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Rum",1097,83
50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Distilled Spirits",18,1
50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Amaretto",17,3
50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Brandy",494,44
50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Schnapps",394,22
50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Tequila",175,8
50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Misc",380,14
50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Gin",156,7
50452,84.4,20.4,3.4,26900,810,742,29,3,14,0,17,5,"Vodka",1769,192
50453,96.7,17.5,1,26250,576,555,12,0,9,0,0,0,NA,NA,NA
50454,82.4,0,0,36500,68,68,0,0,0,0,0,0,NA,NA,NA
50455,73.3,2.1,1.2,16250,648,607,0,0,0,0,0,41,NA,NA,NA
50456,89.2,12.7,5.1,22500,1888,1808,6,4,2,0,5,63,"Brandy",23,2
50456,89.2,12.7,5.1,22500,1888,1808,6,4,2,0,5,63,"Whisky",5464,330
50456,89.2,12.7,5.1,22500,1888,1808,6,4,2,0,5,63,"Tequila",475,33
50456,89.2,12.7,5.1,22500,1888,1808,6,4,2,0,5,63,"Vodka",2066,177
50456,89.2,12.7,5.1,22500,1888,1808,6,4,2,0,5,63,"Gin",57,7
50456,89.2,12.7,5.1,22500,1888,1808,6,4,2,0,5,63,"Schnapps",581,36
50456,89.2,12.7,5.1,22500,1888,1808,6,4,2,0,5,63,"Distilled Spirits",202,11
50456,89.2,12.7,5.1,22500,1888,1808,6,4,2,0,5,63,"Rum",1759,104
50456,89.2,12.7,5.1,22500,1888,1808,6,4,2,0,5,63,"Misc",277,11
50457,98.3,11.2,0.6,27222,308,308,0,0,0,0,0,0,NA,NA,NA
50458,93.1,16.7,2.7,31138,2102,2055,10,0,0,0,2,35,"Rum",3911,253
50458,93.1,16.7,2.7,31138,2102,2055,10,0,0,0,2,35,"Vodka",7460,905
50458,93.1,16.7,2.7,31138,2102,2055,10,0,0,0,2,35,"Tequila",738,36
50458,93.1,16.7,2.7,31138,2102,2055,10,0,0,0,2,35,"Schnapps",625,43
50458,93.1,16.7,2.7,31138,2102,2055,10,0,0,0,2,35,"Distilled Spirits",47,1
50458,93.1,16.7,2.7,31138,2102,2055,10,0,0,0,2,35,"Brandy",662,30
50458,93.1,16.7,2.7,31138,2102,2055,10,0,0,0,2,35,"Gin",106,8
50458,93.1,16.7,2.7,31138,2102,2055,10,0,0,0,2,35,"Misc",1216,56
50458,93.1,16.7,2.7,31138,2102,2055,10,0,0,0,2,35,"Whisky",12175,1009
50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Gin",5042,379
50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Distilled Spirits",476,22
50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Rum",41660,3152
50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Misc",18883,1217
50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Tequila",10653,855
50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Whisky",70257,5377
50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Amaretto",571,68
50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Schnapps",10734,733
50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Brandy",10031,783
50459,92.2,17.5,8.6,29427,2683,2583,51,2,7,0,0,40,"Vodka",39245,4374
50460,80.8,28.5,3.3,36797,383,379,0,0,4,0,0,0,NA,NA,NA
50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Brandy",6661,622
50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Whisky",88834,6530
50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Distilled Spirits",795,39
50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Amaretto",1187,169
50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Schnapps",17359,1428
50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Misc",21614,1504
50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Rum",37388,2903
50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Gin",3692,355
50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Tequila",13670,924
50461,93.6,17.1,3.8,30769,5684,5583,9,26,0,0,6,60,"Vodka",52542,5802
50464,88.9,15.6,4.9,31974,498,492,1,0,3,0,0,2,NA,NA,NA
50465,82.6,15.2,2,16607,279,243,0,9,0,0,9,18,NA,NA,NA
50466,87.7,11.5,6.4,32143,1723,1681,0,0,0,0,0,42,"Vodka",5217,636
50466,87.7,11.5,6.4,32143,1723,1681,0,0,0,0,0,42,"Misc",1631,79
50466,87.7,11.5,6.4,32143,1723,1681,0,0,0,0,0,42,"Schnapps",2399,194
50466,87.7,11.5,6.4,32143,1723,1681,0,0,0,0,0,42,"Brandy",554,56
50466,87.7,11.5,6.4,32143,1723,1681,0,0,0,0,0,42,"Tequila",416,21
50466,87.7,11.5,6.4,32143,1723,1681,0,0,0,0,0,42,"Rum",6234,490
50466,87.7,11.5,6.4,32143,1723,1681,0,0,0,0,0,42,"Amaretto",173,13
50466,87.7,11.5,6.4,32143,1723,1681,0,0,0,0,0,42,"Whisky",10426,910
50466,87.7,11.5,6.4,32143,1723,1681,0,0,0,0,0,42,"Gin",93,10
50467,98.2,8.9,0,31563,73,72,0,0,1,0,0,0,NA,NA,NA
50468,95.4,18,4.7,31699,1481,1470,7,0,0,0,4,0,NA,NA,NA
50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Brandy",2098,199
50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Misc",5342,286
50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Schnapps",5008,371
50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Vodka",17131,1935
50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Amaretto",308,46
50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Distilled Spirits",5,0
50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Gin",604,45
50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Tequila",1199,73
50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Rum",17589,1092
50469,95,13.6,2.1,37007,1612,1574,32,0,0,0,0,6,"Whisky",41925,3472
50470,83.2,10.2,11.9,30417,191,174,0,0,0,0,1,16,NA,NA,NA
50471,90.1,11.2,4.2,21357,704,688,7,0,0,0,0,9,NA,NA,NA
50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Misc",10844,549
50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Amaretto",1218,177
50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Rum",30890,1968
50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Brandy",3831,360
50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Whisky",56406,4140
50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Distilled Spirits",76,2
50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Schnapps",19230,1519
50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Tequila",6257,300
50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Gin",2207,214
50472,92.7,16.5,2.1,30779,2216,2180,0,0,36,0,0,0,"Vodka",33361,3799
50473,92.7,33.8,0,42500,254,253,0,0,0,1,0,0,NA,NA,NA
50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Vodka",8176,928
50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Distilled Spirits",95,4
50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Rum",3279,209
50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Schnapps",859,107
50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Whisky",9589,668
50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Amaretto",36,5
50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Brandy",825,71
50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Tequila",430,32
50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Misc",453,22
50475,91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,"Gin",365,35
50476,88,8.2,0.7,31442,800,795,0,0,0,0,0,5,NA,NA,NA
50477,97.9,15.3,7.5,23214,320,285,0,0,0,0,0,35,NA,NA,NA
50478,91.2,13.6,4.5,28906,867,849,0,0,9,0,6,3,NA,NA,NA
50479,94.3,17.9,6.5,27917,574,558,5,0,1,0,3,7,NA,NA,NA
50480,93.9,12.9,2.4,28445,926,911,6,0,0,0,4,5,NA,NA,NA
50482,98.2,23.9,1.6,32310,871,871,0,0,0,0,0,0,NA,NA,NA
50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Distilled Spirits",66,3
50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Schnapps",15814,1130
50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Tequila",7622,309
50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Rum",47560,3086
50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Amaretto",884,118
50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Misc",15775,784
50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Brandy",2242,189
50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Gin",2173,149
50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Whisky",94431,6625
50483,92.8,15.6,1.1,29943,647,635,4,0,1,0,0,7,"Vodka",39881,3637
50484,89.7,15.3,2.7,25972,414,350,19,4,0,0,5,36,NA,NA,NA
50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Distilled Spirits",15290,796
50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Vodka",765717,69201
50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Whisky",1075279,72010
50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Gin",77120,6247
50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Brandy",154123,8374
50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Rum",497065,35139
50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Misc",311091,18612
50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Tequila",198734,12193
50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Schnapps",146531,10138
50501,90.5,22.2,7.4,23606,28015,25118,1616,99,427,0,348,407,"Amaretto",15405,1559
50510,94.4,22.9,4.3,35313,1004,964,17,0,2,0,7,14,"Schnapps",84,4
50510,94.4,22.9,4.3,35313,1004,964,17,0,2,0,7,14,"Tequila",112,7
50510,94.4,22.9,4.3,35313,1004,964,17,0,2,0,7,14,"Whisky",630,31
50510,94.4,22.9,4.3,35313,1004,964,17,0,2,0,7,14,"Vodka",391,29
50510,94.4,22.9,4.3,35313,1004,964,17,0,2,0,7,14,"Misc",146,4
50510,94.4,22.9,4.3,35313,1004,964,17,0,2,0,7,14,"Gin",58,2
50510,94.4,22.9,4.3,35313,1004,964,17,0,2,0,7,14,"Rum",289,11
50511,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,"Amaretto",4269,486
50511,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,"Whisky",408881,30645
50511,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,"Brandy",23793,1961
50511,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,"Vodka",162468,15423
50511,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,"Rum",150326,11255
50511,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,"Gin",15826,1249
50511,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,"Distilled Spirits",7122,608
50511,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,"Schnapps",48546,3812
50511,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,"Tequila",40632,2977
50511,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,"Misc",87003,5355
50514,90.6,12.6,3.8,30096,1427,1417,0,0,0,0,0,10,"Amaretto",59,7
50514,90.6,12.6,3.8,30096,1427,1417,0,0,0,0,0,10,"Misc",3042,163
50514,90.6,12.6,3.8,30096,1427,1417,0,0,0,0,0,10,"Rum",8279,652
50514,90.6,12.6,3.8,30096,1427,1417,0,0,0,0,0,10,"Vodka",9298,1084
50514,90.6,12.6,3.8,30096,1427,1417,0,0,0,0,0,10,"Gin",492,48
50514,90.6,12.6,3.8,30096,1427,1417,0,0,0,0,0,10,"Distilled Spirits",563,27
50514,90.6,12.6,3.8,30096,1427,1417,0,0,0,0,0,10,"Schnapps",1670,120
50514,90.6,12.6,3.8,30096,1427,1417,0,0,0,0,0,10,"Whisky",18903,1559
50514,90.6,12.6,3.8,30096,1427,1417,0,0,0,0,0,10,"Brandy",954,93
50514,90.6,12.6,3.8,30096,1427,1417,0,0,0,0,0,10,"Tequila",2805,82
50515,95.3,22.7,8.4,27083,238,232,0,0,0,0,0,6,NA,NA,NA
50516,96.6,18.8,3.1,30938,602,596,0,0,0,3,0,3,NA,NA,NA
50517,97,16.8,2,28906,983,943,24,0,0,0,8,8,"Rum",52973,3357
50517,97,16.8,2,28906,983,943,24,0,0,0,8,8,"Schnapps",18487,1277
50517,97,16.8,2,28906,983,943,24,0,0,0,8,8,"Misc",30033,1446
50517,97,16.8,2,28906,983,943,24,0,0,0,8,8,"Distilled Spirits",1259,53
50517,97,16.8,2,28906,983,943,24,0,0,0,8,8,"Vodka",45493,3744
50517,97,16.8,2,28906,983,943,24,0,0,0,8,8,"Whisky",133312,8813
50517,97,16.8,2,28906,983,943,24,0,0,0,8,8,"Amaretto",1210,138
50517,97,16.8,2,28906,983,943,24,0,0,0,8,8,"Gin",3731,299
50517,97,16.8,2,28906,983,943,24,0,0,0,8,8,"Brandy",5192,423
50517,97,16.8,2,28906,983,943,24,0,0,0,8,8,"Tequila",10915,562
50518,89.3,17.6,0,32386,447,447,0,0,0,0,0,0,NA,NA,NA
50519,92.7,10.9,8.3,25240,696,694,0,0,0,0,0,2,NA,NA,NA
50520,95.5,4.5,4,28542,80,79,0,0,0,0,0,1,NA,NA,NA
50521,84.4,5.2,9.8,11211,245,245,0,0,0,0,0,0,NA,NA,NA
50522,90.3,15.4,3.2,32833,813,793,9,3,4,0,2,2,NA,NA,NA
50523,88.2,9.6,5.4,30515,779,776,0,0,0,0,3,0,NA,NA,NA
50524,89.7,14.5,1.9,28854,562,562,0,0,0,0,0,0,NA,NA,NA
50525,88.9,21.9,7.1,29799,3455,2939,24,0,49,0,387,56,"Amaretto",564,35
50525,88.9,21.9,7.1,29799,3455,2939,24,0,49,0,387,56,"Distilled Spirits",816,40
50525,88.9,21.9,7.1,29799,3455,2939,24,0,49,0,387,56,"Vodka",31918,3433
50525,88.9,21.9,7.1,29799,3455,2939,24,0,49,0,387,56,"Gin",1842,152
50525,88.9,21.9,7.1,29799,3455,2939,24,0,49,0,387,56,"Tequila",7536,416
50525,88.9,21.9,7.1,29799,3455,2939,24,0,49,0,387,56,"Rum",28909,1968
50525,88.9,21.9,7.1,29799,3455,2939,24,0,49,0,387,56,"Whisky",49942,3592
50525,88.9,21.9,7.1,29799,3455,2939,24,0,49,0,387,56,"Schnapps",4335,356
50525,88.9,21.9,7.1,29799,3455,2939,24,0,49,0,387,56,"Brandy",1756,141
50525,88.9,21.9,7.1,29799,3455,2939,24,0,49,0,387,56,"Misc",8807,620
50527,95.3,31.9,0,26250,246,246,0,0,0,0,0,0,NA,NA,NA
50528,96.3,16.9,0,34000,329,329,0,0,0,0,0,0,NA,NA,NA
50529,90.5,9.3,2.9,31250,707,705,0,0,0,0,0,2,"Gin",54,3
50529,90.5,9.3,2.9,31250,707,705,0,0,0,0,0,2,"Amaretto",25,4
50529,90.5,9.3,2.9,31250,707,705,0,0,0,0,0,2,"Tequila",358,14
50529,90.5,9.3,2.9,31250,707,705,0,0,0,0,0,2,"Vodka",5695,708
50529,90.5,9.3,2.9,31250,707,705,0,0,0,0,0,2,"Distilled Spirits",38,1
50529,90.5,9.3,2.9,31250,707,705,0,0,0,0,0,2,"Brandy",161,15
50529,90.5,9.3,2.9,31250,707,705,0,0,0,0,0,2,"Rum",1807,146
50529,90.5,9.3,2.9,31250,707,705,0,0,0,0,0,2,"Schnapps",156,15
50529,90.5,9.3,2.9,31250,707,705,0,0,0,0,0,2,"Misc",393,16
50529,90.5,9.3,2.9,31250,707,705,0,0,0,0,0,2,"Whisky",4073,273
50530,91.8,14.6,2.3,31989,1223,1197,0,3,0,0,4,19,"Amaretto",226,36
50530,91.8,14.6,2.3,31989,1223,1197,0,3,0,0,4,19,"Gin",211,20
50530,91.8,14.6,2.3,31989,1223,1197,0,3,0,0,4,19,"Tequila",1912,114
50530,91.8,14.6,2.3,31989,1223,1197,0,3,0,0,4,19,"Whisky",25419,1692
50530,91.8,14.6,2.3,31989,1223,1197,0,3,0,0,4,19,"Vodka",10533,1083
50530,91.8,14.6,2.3,31989,1223,1197,0,3,0,0,4,19,"Distilled Spirits",13,1
50530,91.8,14.6,2.3,31989,1223,1197,0,3,0,0,4,19,"Schnapps",4423,326
50530,91.8,14.6,2.3,31989,1223,1197,0,3,0,0,4,19,"Misc",5281,272
50530,91.8,14.6,2.3,31989,1223,1197,0,3,0,0,4,19,"Brandy",1264,129
50530,91.8,14.6,2.3,31989,1223,1197,0,3,0,0,4,19,"Rum",9031,560
50531,81.9,3.9,8.8,38421,239,239,0,0,0,0,0,0,NA,NA,NA
50532,94.3,11.5,2.8,30833,1000,1000,0,0,0,0,0,0,NA,NA,NA
50533,88.1,16.4,9,27930,3885,3767,11,24,0,0,36,47,"Vodka",52418,5315
50533,88.1,16.4,9,27930,3885,3767,11,24,0,0,36,47,"Gin",4549,407
50533,88.1,16.4,9,27930,3885,3767,11,24,0,0,36,47,"Misc",18394,1020
50533,88.1,16.4,9,27930,3885,3767,11,24,0,0,36,47,"Amaretto",644,66
50533,88.1,16.4,9,27930,3885,3767,11,24,0,0,36,47,"Whisky",117065,9435
50533,88.1,16.4,9,27930,3885,3767,11,24,0,0,36,47,"Tequila",11766,660
50533,88.1,16.4,9,27930,3885,3767,11,24,0,0,36,47,"Rum",31046,2277
50533,88.1,16.4,9,27930,3885,3767,11,24,0,0,36,47,"Brandy",4119,314
50533,88.1,16.4,9,27930,3885,3767,11,24,0,0,36,47,"Distilled Spirits",390,18
50533,88.1,16.4,9,27930,3885,3767,11,24,0,0,36,47,"Schnapps",8813,659
50535,93.1,16.9,4.6,29647,944,895,36,0,0,0,0,13,"Distilled Spirits",76,2
